nome,telefone,email,genero,segmento,tamanho,areaProduto,funcao,estrategiaMarketing,ia,estrategiaAtendimento,aumentoProdutividade,comunicacao,ambienteIntegrado,capacitacao,reducaoCusto,conversao,vendas,ferramentas,timeVendas,estrategiaEmpresa,marca,jornada,marketingOportunidade,produto_sugerido
Cliente 317,(11) 925900476,cliente317@exemplo.com,Masculino,A,Pequeno,Área 3,Função 3,Estrategia B,Não,Proativa,Não,Regular,Não,Não,Sim,Sim,827,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 2,Sim,Produto 1
Cliente 318,(11) 950820227,cliente318@exemplo.com,Feminino,B,Pequeno,Área 3,Função 1,Estrategia B,Sim,Proativa,Sim,Ruim,Não,Sim,Não,Sim,332,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 2
Cliente 319,(11) 989688895,cliente319@exemplo.com,Masculino,C,Pequeno,Área 1,Função 1,Estrategia B,Sim,Reativa,Não,Boa,Sim,Não,Não,Não,804,Ferramenta B,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 3
Cliente 320,(11) 997927856,cliente320@exemplo.com,Feminino,B,Médio,Área 3,Função 2,Estrategia B,Sim,Proativa,Não,Regular,Não,Sim,Não,Não,662,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 2
Cliente 321,(11) 963059071,cliente321@exemplo.com,Feminino,B,Grande,Área 1,Função 3,Estrategia B,Não,Proativa,Sim,Boa,Não,Sim,Sim,Sim,986,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 2,Não,Produto 2
Cliente 322,(11) 999595920,cliente322@exemplo.com,Masculino,C,Pequeno,Área 2,Função 2,Estrategia B,Sim,Proativa,Não,Regular,Não,Não,Sim,Sim,825,Ferramenta B,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 3
Cliente 323,(11) 922707035,cliente323@exemplo.com,Masculino,B,Grande,Área 2,Função 3,Estrategia B,Não,Proativa,Não,Ruim,Sim,Sim,Sim,Não,762,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 2,Não,Produto 2
Cliente 324,(11) 915130397,cliente324@exemplo.com,Masculino,C,Grande,Área 3,Função 1,Estrategia B,Não,Proativa,Sim,Ruim,Sim,Sim,Sim,Não,539,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 1,Não,Produto 3
Cliente 325,(11) 980560220,cliente325@exemplo.com,Masculino,B,Pequeno,Área 1,Função 2,Estrategia A,Sim,Reativa,Não,Regular,Não,Não,Não,Não,601,Ferramenta C,Time 2,Estrategia 2,Marca B,Jornada 2,Sim,Produto 2
Cliente 326,(11) 946998516,cliente326@exemplo.com,Feminino,C,Pequeno,Área 1,Função 2,Estrategia B,Sim,Proativa,Sim,Regular,Sim,Não,Sim,Sim,374,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 1,Não,Produto 3
Cliente 327,(11) 946481541,cliente327@exemplo.com,Masculino,A,Grande,Área 3,Função 1,Estrategia A,Não,Reativa,Sim,Regular,Não,Sim,Sim,Não,949,Ferramenta B,Time 1,Estrategia 2,Marca B,Jornada 1,Sim,Produto 1
Cliente 328,(11) 976385640,cliente328@exemplo.com,Masculino,C,Pequeno,Área 1,Função 1,Estrategia A,Sim,Reativa,Sim,Ruim,Sim,Não,Não,Não,175,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 2,Não,Produto 3
Cliente 329,(11) 976880548,cliente329@exemplo.com,Masculino,C,Pequeno,Área 2,Função 1,Estrategia A,Não,Reativa,Sim,Boa,Sim,Não,Não,Sim,538,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 3
Cliente 330,(11) 988384476,cliente330@exemplo.com,Masculino,C,Pequeno,Área 3,Função 2,Estrategia A,Sim,Reativa,Sim,Ruim,Não,Sim,Sim,Sim,831,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 2,Sim,Produto 3
Cliente 331,(11) 952058334,cliente331@exemplo.com,Masculino,C,Médio,Área 3,Função 3,Estrategia B,Não,Reativa,Não,Regular,Sim,Sim,Não,Sim,959,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 3
Cliente 332,(11) 959742523,cliente332@exemplo.com,Masculino,B,Grande,Área 1,Função 2,Estrategia A,Não,Proativa,Sim,Regular,Sim,Não,Sim,Não,798,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 333,(11) 949769056,cliente333@exemplo.com,Feminino,A,Grande,Área 3,Função 3,Estrategia B,Não,Proativa,Sim,Ruim,Sim,Não,Não,Sim,388,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 1
Cliente 334,(11) 965174259,cliente334@exemplo.com,Feminino,C,Médio,Área 1,Função 2,Estrategia B,Não,Reativa,Não,Regular,Não,Não,Sim,Sim,639,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 2,Sim,Produto 3
Cliente 335,(11) 966688830,cliente335@exemplo.com,Masculino,B,Grande,Área 1,Função 2,Estrategia A,Sim,Reativa,Não,Ruim,Sim,Sim,Sim,Sim,990,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 2,Não,Produto 2
Cliente 336,(11) 953369428,cliente336@exemplo.com,Masculino,A,Pequeno,Área 1,Função 1,Estrategia B,Sim,Reativa,Não,Regular,Sim,Sim,Sim,Sim,791,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 1
Cliente 337,(11) 924650271,cliente337@exemplo.com,Masculino,A,Grande,Área 1,Função 3,Estrategia A,Não,Proativa,Sim,Boa,Não,Sim,Sim,Não,352,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 1
Cliente 338,(11) 941725526,cliente338@exemplo.com,Feminino,A,Pequeno,Área 1,Função 2,Estrategia A,Não,Reativa,Sim,Boa,Sim,Sim,Sim,Sim,225,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 2,Não,Produto 1
Cliente 339,(11) 989348896,cliente339@exemplo.com,Masculino,A,Médio,Área 3,Função 2,Estrategia B,Sim,Proativa,Sim,Regular,Sim,Sim,Não,Não,276,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 1
Cliente 340,(11) 928992383,cliente340@exemplo.com,Feminino,C,Pequeno,Área 2,Função 1,Estrategia B,Sim,Reativa,Não,Ruim,Sim,Sim,Sim,Não,136,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 3
Cliente 341,(11) 980995266,cliente341@exemplo.com,Masculino,C,Grande,Área 2,Função 1,Estrategia A,Sim,Proativa,Sim,Boa,Sim,Sim,Sim,Não,509,Ferramenta B,Time 1,Estrategia 2,Marca B,Jornada 1,Sim,Produto 3
Cliente 342,(11) 966877183,cliente342@exemplo.com,Masculino,B,Grande,Área 3,Função 3,Estrategia B,Sim,Reativa,Não,Ruim,Sim,Não,Sim,Sim,710,Ferramenta A,Time 1,Estrategia 1,Marca A,Jornada 1,Não,Produto 2
Cliente 343,(11) 994574185,cliente343@exemplo.com,Masculino,B,Grande,Área 3,Função 2,Estrategia B,Sim,Proativa,Sim,Regular,Não,Não,Sim,Não,709,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 344,(11) 911989173,cliente344@exemplo.com,Masculino,B,Médio,Área 2,Função 3,Estrategia B,Sim,Reativa,Não,Ruim,Não,Sim,Sim,Sim,226,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 2
Cliente 345,(11) 946635193,cliente345@exemplo.com,Feminino,A,Médio,Área 2,Função 2,Estrategia A,Não,Proativa,Sim,Boa,Sim,Sim,Não,Sim,582,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 2,Não,Produto 1
Cliente 346,(11) 942474983,cliente346@exemplo.com,Feminino,A,Grande,Área 2,Função 3,Estrategia A,Sim,Proativa,Sim,Ruim,Sim,Sim,Não,Sim,267,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 1
Cliente 347,(11) 943999533,cliente347@exemplo.com,Masculino,C,Pequeno,Área 2,Função 1,Estrategia B,Sim,Proativa,Sim,Ruim,Sim,Não,Sim,Não,691,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 3
Cliente 348,(11) 924716695,cliente348@exemplo.com,Masculino,A,Médio,Área 2,Função 2,Estrategia B,Não,Proativa,Não,Regular,Não,Sim,Não,Sim,393,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 1
Cliente 349,(11) 973967150,cliente349@exemplo.com,Feminino,A,Grande,Área 1,Função 3,Estrategia B,Sim,Proativa,Não,Regular,Não,Não,Sim,Sim,944,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 1
Cliente 350,(11) 973981206,cliente350@exemplo.com,Feminino,A,Grande,Área 3,Função 1,Estrategia B,Sim,Proativa,Sim,Regular,Sim,Não,Não,Sim,737,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 2,Sim,Produto 1
Cliente 351,(11) 974785345,cliente351@exemplo.com,Feminino,B,Médio,Área 1,Função 1,Estrategia B,Sim,Proativa,Sim,Boa,Sim,Não,Não,Não,442,Ferramenta A,Time 1,Estrategia 1,Marca A,Jornada 1,Não,Produto 2
Cliente 352,(11) 927882750,cliente352@exemplo.com,Feminino,B,Médio,Área 2,Função 3,Estrategia A,Sim,Reativa,Sim,Boa,Não,Não,Sim,Não,409,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 2
Cliente 353,(11) 988725274,cliente353@exemplo.com,Masculino,C,Médio,Área 2,Função 2,Estrategia B,Sim,Reativa,Não,Regular,Sim,Não,Não,Não,761,Ferramenta A,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 3
Cliente 354,(11) 970303849,cliente354@exemplo.com,Feminino,A,Pequeno,Área 2,Função 2,Estrategia A,Não,Reativa,Sim,Regular,Não,Sim,Não,Sim,627,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 1
Cliente 355,(11) 920192257,cliente355@exemplo.com,Masculino,A,Pequeno,Área 1,Função 1,Estrategia B,Sim,Reativa,Sim,Boa,Não,Sim,Sim,Não,639,Ferramenta C,Time 1,Estrategia 1,Marca A,Jornada 2,Sim,Produto 1
Cliente 356,(11) 953167705,cliente356@exemplo.com,Feminino,C,Grande,Área 1,Função 2,Estrategia A,Não,Reativa,Sim,Boa,Sim,Não,Sim,Sim,518,Ferramenta C,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 3
Cliente 357,(11) 931130343,cliente357@exemplo.com,Feminino,A,Médio,Área 2,Função 2,Estrategia B,Não,Proativa,Sim,Boa,Não,Sim,Não,Sim,543,Ferramenta C,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 1
Cliente 358,(11) 950869792,cliente358@exemplo.com,Feminino,A,Pequeno,Área 1,Função 2,Estrategia A,Sim,Proativa,Não,Boa,Sim,Não,Não,Não,784,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 1
Cliente 359,(11) 959913224,cliente359@exemplo.com,Feminino,B,Médio,Área 1,Função 1,Estrategia B,Não,Proativa,Não,Regular,Sim,Não,Não,Sim,657,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 2
Cliente 360,(11) 974356138,cliente360@exemplo.com,Feminino,C,Grande,Área 2,Função 3,Estrategia A,Sim,Proativa,Sim,Boa,Sim,Sim,Sim,Não,939,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 3
Cliente 361,(11) 977607727,cliente361@exemplo.com,Masculino,C,Pequeno,Área 1,Função 2,Estrategia A,Não,Proativa,Sim,Regular,Sim,Sim,Não,Sim,335,Ferramenta C,Time 1,Estrategia 2,Marca B,Jornada 1,Sim,Produto 3
Cliente 362,(11) 963007836,cliente362@exemplo.com,Masculino,C,Pequeno,Área 3,Função 1,Estrategia A,Não,Reativa,Não,Ruim,Sim,Sim,Não,Não,538,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 3
Cliente 363,(11) 975541801,cliente363@exemplo.com,Feminino,C,Pequeno,Área 3,Função 1,Estrategia A,Sim,Reativa,Não,Ruim,Sim,Sim,Não,Sim,313,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 2,Sim,Produto 3
Cliente 364,(11) 968114585,cliente364@exemplo.com,Feminino,B,Grande,Área 3,Função 3,Estrategia A,Sim,Reativa,Sim,Boa,Não,Sim,Sim,Sim,184,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 2
Cliente 365,(11) 936658609,cliente365@exemplo.com,Masculino,B,Médio,Área 3,Função 2,Estrategia A,Sim,Reativa,Não,Ruim,Não,Não,Sim,Sim,893,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 366,(11) 986294551,cliente366@exemplo.com,Feminino,A,Pequeno,Área 2,Função 2,Estrategia B,Sim,Proativa,Não,Ruim,Não,Sim,Sim,Sim,843,Ferramenta B,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 1
Cliente 367,(11) 940024204,cliente367@exemplo.com,Feminino,A,Grande,Área 2,Função 3,Estrategia A,Sim,Proativa,Sim,Ruim,Não,Sim,Sim,Sim,184,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 1
Cliente 368,(11) 992008891,cliente368@exemplo.com,Masculino,A,Médio,Área 2,Função 3,Estrategia B,Não,Proativa,Não,Boa,Sim,Sim,Não,Não,588,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 1
Cliente 369,(11) 958715257,cliente369@exemplo.com,Feminino,A,Grande,Área 3,Função 1,Estrategia B,Não,Reativa,Não,Boa,Não,Não,Sim,Sim,164,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 370,(11) 932268806,cliente370@exemplo.com,Feminino,B,Médio,Área 3,Função 1,Estrategia B,Não,Proativa,Sim,Ruim,Não,Sim,Não,Não,745,Ferramenta C,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 2
Cliente 371,(11) 916512440,cliente371@exemplo.com,Masculino,C,Grande,Área 1,Função 3,Estrategia B,Não,Reativa,Sim,Regular,Não,Não,Não,Não,762,Ferramenta A,Time 1,Estrategia 1,Marca B,Jornada 1,Não,Produto 3
Cliente 372,(11) 922431395,cliente372@exemplo.com,Masculino,B,Médio,Área 1,Função 2,Estrategia B,Não,Proativa,Não,Ruim,Sim,Sim,Não,Não,726,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 2
Cliente 373,(11) 983208492,cliente373@exemplo.com,Masculino,A,Pequeno,Área 3,Função 1,Estrategia A,Não,Proativa,Sim,Boa,Não,Sim,Não,Sim,163,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 1
Cliente 374,(11) 939093907,cliente374@exemplo.com,Feminino,B,Médio,Área 3,Função 1,Estrategia A,Não,Reativa,Não,Boa,Sim,Não,Sim,Sim,442,Ferramenta A,Time 1,Estrategia 1,Marca B,Jornada 1,Sim,Produto 2
Cliente 375,(11) 946253447,cliente375@exemplo.com,Masculino,C,Grande,Área 3,Função 2,Estrategia A,Sim,Proativa,Sim,Boa,Não,Sim,Sim,Sim,974,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 3
Cliente 376,(11) 972134783,cliente376@exemplo.com,Masculino,C,Grande,Área 3,Função 1,Estrategia B,Sim,Proativa,Não,Ruim,Sim,Sim,Sim,Não,451,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 1,Não,Produto 3
Cliente 377,(11) 972460303,cliente377@exemplo.com,Masculino,B,Médio,Área 1,Função 2,Estrategia A,Não,Reativa,Sim,Regular,Sim,Não,Sim,Sim,257,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 378,(11) 993831437,cliente378@exemplo.com,Masculino,B,Pequeno,Área 3,Função 2,Estrategia A,Não,Proativa,Não,Boa,Não,Sim,Sim,Sim,688,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 2
Cliente 379,(11) 974447435,cliente379@exemplo.com,Masculino,B,Pequeno,Área 1,Função 2,Estrategia A,Sim,Reativa,Não,Boa,Sim,Não,Não,Não,590,Ferramenta B,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 380,(11) 959895282,cliente380@exemplo.com,Masculino,A,Médio,Área 3,Função 3,Estrategia A,Sim,Proativa,Não,Ruim,Sim,Não,Sim,Não,757,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 1
Cliente 381,(11) 912503771,cliente381@exemplo.com,Feminino,B,Médio,Área 3,Função 3,Estrategia A,Sim,Proativa,Sim,Regular,Não,Não,Sim,Não,954,Ferramenta B,Time 1,Estrategia 2,Marca A,Jornada 2,Não,Produto 2
Cliente 382,(11) 980286689,cliente382@exemplo.com,Feminino,B,Grande,Área 3,Função 3,Estrategia B,Sim,Proativa,Sim,Ruim,Não,Não,Sim,Não,562,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 2
Cliente 383,(11) 910996161,cliente383@exemplo.com,Masculino,B,Pequeno,Área 1,Função 2,Estrategia A,Não,Proativa,Não,Boa,Não,Não,Sim,Não,324,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 2
Cliente 384,(11) 914183839,cliente384@exemplo.com,Masculino,C,Médio,Área 1,Função 2,Estrategia B,Sim,Proativa,Não,Regular,Sim,Sim,Não,Não,412,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 3
Cliente 385,(11) 977775190,cliente385@exemplo.com,Masculino,C,Pequeno,Área 2,Função 3,Estrategia B,Não,Proativa,Sim,Regular,Sim,Sim,Não,Sim,714,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 1,Não,Produto 3
Cliente 386,(11) 977758014,cliente386@exemplo.com,Feminino,A,Médio,Área 3,Função 1,Estrategia B,Não,Proativa,Sim,Boa,Sim,Sim,Não,Não,958,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 1
Cliente 387,(11) 930153173,cliente387@exemplo.com,Feminino,A,Médio,Área 2,Função 2,Estrategia B,Não,Proativa,Sim,Regular,Não,Não,Não,Sim,912,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 1
Cliente 388,(11) 977227698,cliente388@exemplo.com,Feminino,C,Pequeno,Área 2,Função 1,Estrategia B,Sim,Reativa,Sim,Regular,Sim,Não,Não,Sim,565,Ferramenta C,Time 1,Estrategia 2,Marca B,Jornada 1,Não,Produto 3
Cliente 389,(11) 958939582,cliente389@exemplo.com,Feminino,C,Médio,Área 1,Função 1,Estrategia A,Sim,Reativa,Sim,Ruim,Sim,Não,Sim,Sim,187,Ferramenta C,Time 1,Estrategia 1,Marca A,Jornada 1,Sim,Produto 3
Cliente 390,(11) 966224957,cliente390@exemplo.com,Feminino,C,Médio,Área 1,Função 2,Estrategia A,Não,Proativa,Sim,Boa,Sim,Não,Não,Não,982,Ferramenta C,Time 1,Estrategia 2,Marca B,Jornada 1,Não,Produto 3
Cliente 391,(11) 932725756,cliente391@exemplo.com,Feminino,B,Grande,Área 2,Função 2,Estrategia A,Não,Proativa,Não,Boa,Sim,Sim,Não,Sim,402,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 1,Sim,Produto 2
Cliente 392,(11) 981531065,cliente392@exemplo.com,Feminino,B,Médio,Área 3,Função 1,Estrategia B,Não,Reativa,Sim,Boa,Sim,Sim,Não,Não,779,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 393,(11) 911079600,cliente393@exemplo.com,Feminino,C,Médio,Área 1,Função 1,Estrategia A,Sim,Proativa,Não,Boa,Sim,Não,Sim,Não,534,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 3
Cliente 394,(11) 936191539,cliente394@exemplo.com,Feminino,B,Médio,Área 3,Função 3,Estrategia A,Não,Proativa,Sim,Boa,Sim,Não,Sim,Sim,781,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 2
Cliente 395,(11) 942576169,cliente395@exemplo.com,Masculino,B,Grande,Área 3,Função 3,Estrategia B,Sim,Reativa,Sim,Regular,Não,Sim,Não,Não,234,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 2
Cliente 396,(11) 953381573,cliente396@exemplo.com,Masculino,A,Pequeno,Área 2,Função 2,Estrategia B,Não,Proativa,Não,Ruim,Não,Não,Sim,Sim,149,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 2,Não,Produto 1
Cliente 397,(11) 980612021,cliente397@exemplo.com,Masculino,C,Grande,Área 2,Função 3,Estrategia B,Não,Proativa,Não,Boa,Não,Não,Sim,Sim,531,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 2,Sim,Produto 3
Cliente 398,(11) 935050090,cliente398@exemplo.com,Masculino,C,Grande,Área 2,Função 3,Estrategia B,Não,Reativa,Sim,Ruim,Sim,Não,Não,Não,439,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 3
Cliente 399,(11) 918849851,cliente399@exemplo.com,Feminino,B,Pequeno,Área 2,Função 3,Estrategia A,Sim,Proativa,Não,Ruim,Sim,Sim,Sim,Sim,446,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 2
Cliente 400,(11) 970779108,cliente400@exemplo.com,Feminino,C,Grande,Área 1,Função 3,Estrategia B,Sim,Proativa,Não,Regular,Não,Sim,Sim,Sim,745,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 3
Cliente 401,(11) 976009351,cliente401@exemplo.com,Masculino,A,Pequeno,Área 1,Função 1,Estrategia B,Não,Reativa,Não,Boa,Sim,Não,Sim,Sim,446,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 402,(11) 995871668,cliente402@exemplo.com,Feminino,A,Grande,Área 2,Função 2,Estrategia A,Sim,Proativa,Não,Regular,Não,Sim,Não,Não,748,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 1
Cliente 403,(11) 994890726,cliente403@exemplo.com,Masculino,A,Pequeno,Área 1,Função 3,Estrategia A,Não,Reativa,Sim,Boa,Sim,Não,Não,Sim,344,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 404,(11) 997753580,cliente404@exemplo.com,Feminino,C,Médio,Área 2,Função 1,Estrategia B,Sim,Proativa,Não,Regular,Sim,Não,Não,Não,208,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 3
Cliente 405,(11) 939549535,cliente405@exemplo.com,Masculino,C,Grande,Área 3,Função 1,Estrategia A,Sim,Proativa,Sim,Ruim,Não,Sim,Sim,Não,924,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 2,Sim,Produto 3
Cliente 406,(11) 910449395,cliente406@exemplo.com,Feminino,C,Grande,Área 3,Função 1,Estrategia B,Sim,Reativa,Sim,Boa,Não,Não,Não,Sim,898,Ferramenta A,Time 1,Estrategia 1,Marca B,Jornada 1,Sim,Produto 3
Cliente 407,(11) 931921117,cliente407@exemplo.com,Feminino,C,Grande,Área 3,Função 3,Estrategia B,Não,Reativa,Sim,Ruim,Não,Não,Sim,Sim,632,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 3
Cliente 408,(11) 950308782,cliente408@exemplo.com,Masculino,C,Grande,Área 2,Função 3,Estrategia A,Sim,Proativa,Sim,Ruim,Não,Sim,Sim,Não,189,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 3
Cliente 409,(11) 961592034,cliente409@exemplo.com,Feminino,A,Médio,Área 3,Função 2,Estrategia A,Sim,Reativa,Não,Regular,Não,Não,Sim,Não,395,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 410,(11) 963386038,cliente410@exemplo.com,Masculino,B,Grande,Área 1,Função 3,Estrategia B,Não,Reativa,Não,Boa,Sim,Não,Não,Sim,211,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 2,Sim,Produto 2
Cliente 411,(11) 967351079,cliente411@exemplo.com,Masculino,A,Médio,Área 3,Função 3,Estrategia B,Não,Proativa,Sim,Ruim,Sim,Não,Não,Sim,912,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 1
Cliente 412,(11) 941530803,cliente412@exemplo.com,Masculino,C,Médio,Área 3,Função 1,Estrategia B,Não,Proativa,Sim,Regular,Sim,Sim,Não,Não,688,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 3
Cliente 413,(11) 943266319,cliente413@exemplo.com,Masculino,A,Médio,Área 3,Função 2,Estrategia A,Não,Proativa,Sim,Boa,Não,Não,Não,Não,276,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 1
Cliente 414,(11) 940503180,cliente414@exemplo.com,Feminino,C,Médio,Área 1,Função 3,Estrategia B,Sim,Reativa,Sim,Boa,Não,Sim,Sim,Não,442,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 3
Cliente 415,(11) 913379569,cliente415@exemplo.com,Feminino,C,Pequeno,Área 2,Função 3,Estrategia B,Sim,Reativa,Não,Ruim,Não,Não,Não,Não,759,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 3
Cliente 416,(11) 980009467,cliente416@exemplo.com,Feminino,A,Pequeno,Área 1,Função 1,Estrategia B,Sim,Reativa,Sim,Boa,Não,Não,Sim,Não,200,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 1
Cliente 417,(11) 954910237,cliente417@exemplo.com,Masculino,C,Grande,Área 2,Função 1,Estrategia B,Sim,Reativa,Não,Ruim,Não,Não,Não,Sim,857,Ferramenta C,Time 1,Estrategia 1,Marca A,Jornada 1,Não,Produto 3
Cliente 418,(11) 952165906,cliente418@exemplo.com,Feminino,B,Pequeno,Área 2,Função 3,Estrategia B,Sim,Proativa,Sim,Boa,Não,Não,Não,Não,728,Ferramenta C,Time 1,Estrategia 2,Marca B,Jornada 2,Sim,Produto 2
Cliente 419,(11) 969855504,cliente419@exemplo.com,Masculino,C,Pequeno,Área 3,Função 2,Estrategia A,Não,Reativa,Sim,Regular,Sim,Sim,Não,Não,703,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 3
Cliente 420,(11) 999473854,cliente420@exemplo.com,Feminino,B,Grande,Área 2,Função 2,Estrategia B,Sim,Proativa,Sim,Ruim,Sim,Sim,Sim,Sim,500,Ferramenta C,Time 1,Estrategia 1,Marca A,Jornada 1,Não,Produto 2
Cliente 421,(11) 916319707,cliente421@exemplo.com,Feminino,B,Grande,Área 1,Função 1,Estrategia B,Sim,Reativa,Sim,Ruim,Sim,Não,Sim,Sim,127,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 2
Cliente 422,(11) 978532150,cliente422@exemplo.com,Feminino,C,Grande,Área 1,Função 1,Estrategia B,Sim,Proativa,Não,Boa,Sim,Não,Sim,Não,636,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 2,Não,Produto 3
